,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2314,Console,2008.0,Action,Ubisoft,0.24,0.28,0.0,0.07,0.59
2315,Console,2002.0,Sports,Electronic Arts,0.21,0.17,0.16,0.06,0.59
2316,Console,2004.0,Sports,Electronic Arts,0.44,0.13,0.0,0.02,0.59
2317,Console,2008.0,Action,Take-Two Interactive,0.53,0.02,0.0,0.04,0.59
2318,Console,2007.0,Action,Activision,0.52,0.03,0.0,0.04,0.59
2319,Console,2004.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.59,0.0,0.59
2320,Console,2012.0,Fighting,Namco Bandai Games,0.39,0.14,0.02,0.04,0.59
2321,Console,2011.0,Sports,Electronic Arts,0.36,0.16,0.0,0.07,0.59
2322,Console,2015.0,Role-Playing,Namco Bandai Games,0.05,0.09,0.42,0.03,0.59
2323,Console,2010.0,Action,Konami Digital Entertainment,0.13,0.22,0.01,0.23,0.59
2324,Console,2008.0,Sports,Electronic Arts,0.51,0.04,0.0,0.05,0.59
2325,Console,1999.0,Action,Sony Computer Entertainment,0.33,0.22,0.0,0.04,0.59
2326,Console,2008.0,Action,Ubisoft,0.18,0.34,0.0,0.07,0.59
2327,Console,2015.0,Role-Playing,Namco Bandai Games,0.2,0.22,0.08,0.08,0.59
2328,Handheld,2003.0,Simulation,Ubisoft,0.34,0.13,0.11,0.01,0.59
2329,Handheld,2009.0,Sports,Electronic Arts,0.14,0.37,0.0,0.07,0.59
2330,Console,1994.0,Sports,Nintendo,0.0,0.0,0.59,0.0,0.59
2331,Console,2008.0,Action,Take-Two Interactive,0.15,0.37,0.0,0.07,0.58
2332,Console,2007.0,Simulation,Ubisoft,0.53,0.01,0.0,0.04,0.58
2333,Console,2008.0,Action,THQ,0.29,0.22,0.0,0.07,0.58
2334,Console,2009.0,Shooter,Sega,0.29,0.23,0.0,0.06,0.58
2335,Console,2015.0,Misc,Ubisoft,0.28,0.25,0.0,0.05,0.58
2336,Console,1995.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.55,0.04,0.58
2337,Console,1997.0,Role-Playing,Electronic Arts,0.29,0.19,0.07,0.04,0.58
2338,Console,2010.0,Sports,Activision,0.53,0.02,0.0,0.04,0.58
2339,Console,2014.0,Sports,Electronic Arts,0.3,0.18,0.0,0.1,0.58
2340,Console,2004.0,Role-Playing,Electronic Arts,0.49,0.02,0.0,0.08,0.58
2341,Console,2009.0,Misc,Electronic Arts,0.21,0.31,0.0,0.07,0.58
2342,PC,2009.0,Simulation,Electronic Arts,0.02,0.18,0.0,0.39,0.58
2343,Console,2011.0,Platform,Ubisoft,0.23,0.29,0.0,0.07,0.58
2344,XOne,2015.0,Sports,Take-Two Interactive,0.31,0.22,0.0,0.05,0.58
2345,PC,2014.0,Shooter,Electronic Arts,0.21,0.3,0.0,0.07,0.58
2346,Console,2008.0,Sports,Electronic Arts,0.54,0.0,0.0,0.04,0.58
2347,Console,2009.0,Action,Ubisoft,0.31,0.19,0.02,0.06,0.58
2348,Console,2010.0,Shooter,Activision,0.37,0.15,0.0,0.05,0.58
2349,Console,1997.0,Sports,Electronic Arts,0.15,0.39,0.0,0.03,0.58
2350,Console,1998.0,Sports,Electronic Arts,0.14,0.4,0.0,0.04,0.58
2351,Console,1998.0,Sports,Konami Digital Entertainment,0.06,0.3,0.19,0.03,0.58
2352,Console,2000.0,Role-Playing,Namco Bandai Games,0.23,0.16,0.16,0.04,0.58
2353,Console,1998.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.54,0.04,0.58
2354,Console,2005.0,Action,Ubisoft,0.33,0.22,0.0,0.03,0.58
2355,Console,2004.0,Role-Playing,Sony Computer Entertainment,0.28,0.22,0.0,0.07,0.58
2356,Handheld,2004.0,Adventure,Activision,0.42,0.15,0.0,0.01,0.58
2357,Console,2013.0,Fighting,Namco Bandai Games,0.05,0.02,0.5,0.01,0.58
2358,Handheld,2009.0,Simulation,Ubisoft,0.53,0.0,0.0,0.04,0.58
2359,Console,2002.0,Shooter,Konami Digital Entertainment,0.28,0.22,0.0,0.07,0.58
2360,Console,1998.0,Racing,THQ,0.32,0.22,0.0,0.04,0.58
2361,Console,1992.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.58,0.0,0.58
2362,Console,2006.0,Sports,Take-Two Interactive,0.53,0.0,0.0,0.04,0.58
2363,Console,2015.0,Sports,Take-Two Interactive,0.21,0.27,0.0,0.09,0.58
2364,Console,1996.0,Strategy,Nintendo,0.0,0.0,0.58,0.0,0.58
2365,Console,2000.0,Action,Activision,0.32,0.22,0.0,0.04,0.58
2366,Console,2002.0,Sports,Activision,0.45,0.12,0.0,0.02,0.58
2367,Console,2011.0,Sports,Sony Computer Entertainment,0.54,0.0,0.0,0.04,0.58
2368,Console,2006.0,Action,Namco Bandai Games,0.28,0.22,0.0,0.07,0.58
2369,Console,2005.0,Sports,Electronic Arts,0.48,0.02,0.0,0.08,0.58
2370,Console,2009.0,Sports,Electronic Arts,0.38,0.12,0.0,0.07,0.58
2371,Handheld,2010.0,Adventure,Nintendo,0.1,0.41,0.01,0.06,0.58
2372,Console,2009.0,Sports,Activision,0.52,0.02,0.0,0.04,0.58
2373,Console,2010.0,Puzzle,Nintendo,0.34,0.17,0.02,0.05,0.58
2374,Console,2008.0,Platform,Sony Computer Entertainment,0.0,0.53,0.0,0.04,0.58
2375,Console,2009.0,Sports,Electronic Arts,0.28,0.22,0.0,0.07,0.58
2376,Console,2008.0,Action,Take-Two Interactive,0.08,0.37,0.0,0.12,0.57
2377,Console,1994.0,Simulation,Electronic Arts,0.24,0.16,0.13,0.04,0.57
2378,Console,2007.0,Platform,Activision,0.49,0.04,0.0,0.04,0.57
2379,Console,2005.0,Shooter,Ubisoft,0.32,0.24,0.0,0.02,0.57
2380,Console,2008.0,Puzzle,Electronic Arts,0.28,0.22,0.0,0.07,0.57
2381,Handheld,2002.0,Sports,Activision,0.41,0.15,0.0,0.01,0.57
2382,Console,2009.0,Action,THQ,0.23,0.28,0.0,0.06,0.57
2383,Console,2005.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.57,0.0,0.57
2384,Console,2008.0,Action,Sega,0.27,0.24,0.0,0.06,0.57
2385,Console,2000.0,Strategy,Namco Bandai Games,0.0,0.0,0.54,0.04,0.57
2386,Console,2010.0,Action,Namco Bandai Games,0.24,0.24,0.01,0.09,0.57
2387,Handheld,2008.0,Action,THQ,0.53,0.0,0.0,0.04,0.57
2388,Console,1995.0,Role-Playing,Sony Computer Entertainment,0.11,0.08,0.35,0.04,0.57
2389,Console,2011.0,Shooter,THQ,0.25,0.27,0.0,0.06,0.57
2390,Console,2005.0,Sports,Electronic Arts,0.44,0.11,0.0,0.02,0.57
2391,PC,2010.0,Action,Ubisoft,0.01,0.45,0.0,0.11,0.57
2392,Handheld,2008.0,Simulation,Ubisoft,0.52,0.01,0.0,0.04,0.57
2393,Console,2004.0,Fighting,Namco Bandai Games,0.47,0.02,0.0,0.08,0.57
2394,Handheld,2006.0,Simulation,Ubisoft,0.51,0.02,0.0,0.04,0.57
2395,Console,1986.0,Action,Nintendo,0.0,0.0,0.57,0.0,0.57
2396,Handheld,2011.0,Action,Konami Digital Entertainment,0.1,0.12,0.29,0.07,0.57
2397,Handheld,2011.0,Action,Activision,0.32,0.2,0.0,0.05,0.57
2398,Console,2008.0,Platform,Take-Two Interactive,0.5,0.03,0.0,0.04,0.57
2399,Console,2002.0,Misc,Sony Computer Entertainment,0.28,0.22,0.0,0.07,0.57
2400,Console,2006.0,Sports,Electronic Arts,0.47,0.02,0.0,0.08,0.57
2401,Console,2002.0,Racing,Activision,0.42,0.11,0.02,0.02,0.57
2402,Console,2003.0,Platform,THQ,0.45,0.1,0.0,0.02,0.57
2403,Console,2012.0,Shooter,Take-Two Interactive,0.19,0.25,0.04,0.09,0.57
2404,Console,2002.0,Strategy,Namco Bandai Games,0.0,0.0,0.57,0.0,0.57
2405,Handheld,2007.0,Adventure,THQ,0.29,0.22,0.0,0.06,0.57
2406,Console,2000.0,Action,THQ,0.31,0.21,0.0,0.04,0.57
2407,Console,2003.0,Shooter,Ubisoft,0.28,0.22,0.0,0.07,0.57
2408,Console,2013.0,Sports,Electronic Arts,0.28,0.19,0.0,0.09,0.57
2409,Console,2008.0,Action,Take-Two Interactive,0.09,0.4,0.0,0.07,0.57
2410,Console,2009.0,Action,Ubisoft,0.21,0.22,0.05,0.09,0.57
2411,Console,2003.0,Action,Activision,0.44,0.11,0.0,0.02,0.56
2412,Handheld,2007.0,Platform,Nintendo,0.26,0.04,0.24,0.03,0.56
2413,Console,2006.0,Sports,Electronic Arts,0.28,0.22,0.0,0.07,0.56
2414,Handheld,2003.0,Action,Electronic Arts,0.4,0.15,0.0,0.01,0.56
2415,Handheld,2004.0,Puzzle,Nintendo,0.31,0.11,0.13,0.01,0.56
2416,Console,2003.0,Simulation,Electronic Arts,0.4,0.14,0.0,0.02,0.56
2417,Console,2007.0,Sports,Electronic Arts,0.28,0.22,0.0,0.07,0.56
2418,Console,2001.0,Platform,Sony Computer Entertainment,0.31,0.21,0.0,0.04,0.56
2419,Console,2006.0,Misc,Electronic Arts,0.28,0.21,0.0,0.07,0.56
2420,Handheld,2006.0,Sports,Activision,0.41,0.08,0.0,0.07,0.56
2421,Handheld,2004.0,Misc,Konami Digital Entertainment,0.4,0.15,0.0,0.01,0.56
2422,Console,2004.0,Sports,Activision,0.28,0.21,0.0,0.07,0.56
2423,Handheld,2007.0,Adventure,Nintendo,0.27,0.05,0.22,0.03,0.56
2424,Console,2001.0,Fighting,Electronic Arts,0.28,0.21,0.0,0.07,0.56
2425,Console,2007.0,Simulation,Ubisoft,0.28,0.21,0.0,0.07,0.56
2426,Console,2005.0,Shooter,Electronic Arts,0.39,0.15,0.0,0.02,0.56
2427,Console,2009.0,Shooter,Activision,0.28,0.22,0.0,0.06,0.56
2428,Console,2005.0,Racing,Electronic Arts,0.43,0.11,0.0,0.02,0.56
2429,Console,2000.0,Racing,Electronic Arts,0.31,0.21,0.0,0.04,0.56
2430,Console,2010.0,Sports,Activision,0.41,0.11,0.0,0.04,0.56
2431,Console,2007.0,Sports,Activision,0.49,0.02,0.0,0.04,0.56
2432,Console,2003.0,Fighting,THQ,0.43,0.11,0.0,0.02,0.56
2433,Console,2007.0,Action,Take-Two Interactive,0.27,0.21,0.0,0.07,0.56
2434,Handheld,2015.0,Role-Playing,Nintendo,0.26,0.14,0.12,0.04,0.56
2435,Console,2011.0,Misc,THQ,0.44,0.08,0.0,0.04,0.56
2436,Console,2008.0,Shooter,THQ,0.34,0.15,0.01,0.05,0.56
2437,Handheld,2001.0,Role-Playing,Nintendo,0.0,0.0,0.56,0.0,0.56
2438,Console,2005.0,Action,Electronic Arts,0.27,0.21,0.0,0.07,0.56
2439,Handheld,2008.0,Simulation,THQ,0.27,0.23,0.0,0.06,0.56
2440,Handheld,2003.0,Strategy,Konami Digital Entertainment,0.4,0.15,0.0,0.01,0.56
2441,Console,2008.0,Action,Activision,0.32,0.18,0.0,0.05,0.56
2442,Console,2003.0,Sports,Sega,0.27,0.21,0.0,0.07,0.56
2443,Handheld,2006.0,Simulation,Ubisoft,0.49,0.02,0.0,0.04,0.56
2444,Console,2005.0,Sports,Take-Two Interactive,0.52,0.02,0.0,0.02,0.56
2445,Handheld,2008.0,Misc,Nintendo,0.0,0.0,0.56,0.0,0.56
2446,XOne,2014.0,Sports,Take-Two Interactive,0.28,0.23,0.0,0.04,0.56
2447,Handheld,2008.0,Simulation,Ubisoft,0.48,0.04,0.0,0.04,0.56
2448,Handheld,2013.0,Role-Playing,Sony Computer Entertainment,0.18,0.09,0.22,0.06,0.56
2449,Console,2010.0,Sports,Electronic Arts,0.24,0.26,0.0,0.06,0.56
2450,Console,2010.0,Racing,Activision,0.5,0.02,0.0,0.03,0.56
2451,Console,2006.0,Sports,Activision,0.51,0.0,0.0,0.04,0.56
2452,Console,2001.0,Racing,THQ,0.27,0.21,0.0,0.07,0.56
2453,Handheld,2007.0,Simulation,THQ,0.18,0.36,0.0,0.02,0.56
2454,Console,2006.0,Sports,Electronic Arts,0.42,0.12,0.0,0.01,0.56
2455,Console,2011.0,Action,Sony Computer Entertainment,0.39,0.08,0.02,0.06,0.56
2456,Console,2011.0,Racing,THQ,0.37,0.14,0.0,0.05,0.56
2457,Console,2015.0,Fighting,Namco Bandai Games,0.15,0.2,0.14,0.07,0.55
2458,Handheld,2010.0,Simulation,Activision,0.41,0.11,0.0,0.04,0.55
2459,Console,2014.0,Role-Playing,Electronic Arts,0.35,0.16,0.0,0.05,0.55
2460,Console,2005.0,Action,Konami Digital Entertainment,0.34,0.01,0.15,0.06,0.55
2461,Console,2006.0,Action,Electronic Arts,0.42,0.11,0.0,0.02,0.55
2462,Console,1994.0,Racing,Sega,0.0,0.0,0.55,0.0,0.55
2463,Console,2010.0,Action,Electronic Arts,0.22,0.28,0.0,0.05,0.55
2464,Console,2012.0,Sports,Electronic Arts,0.24,0.22,0.0,0.09,0.55
2465,Console,2002.0,Fighting,THQ,0.4,0.13,0.0,0.02,0.55
2466,Handheld,2005.0,Fighting,Nintendo,0.0,0.0,0.55,0.0,0.55
2467,Console,2009.0,Fighting,THQ,0.3,0.17,0.0,0.07,0.55
2468,Console,1982.0,Sports,Activision,0.52,0.03,0.0,0.01,0.55
2469,Console,1996.0,Adventure,Sega,0.0,0.0,0.55,0.0,0.55
2470,Console,2001.0,Action,Sony Computer Entertainment,0.21,0.16,0.12,0.05,0.55
2471,Console,2001.0,Adventure,Ubisoft,0.27,0.21,0.0,0.07,0.55
2472,Handheld,2012.0,Shooter,Sony Computer Entertainment,0.29,0.15,0.04,0.07,0.55
2473,Console,2007.0,Action,Ubisoft,0.47,0.04,0.0,0.04,0.55
2474,Handheld,2008.0,Platform,Sony Computer Entertainment,0.33,0.22,0.0,0.0,0.55
2475,PC,2014.0,Action,Ubisoft,0.17,0.33,0.0,0.05,0.55
2476,Console,2007.0,Sports,Take-Two Interactive,0.5,0.01,0.0,0.05,0.55
2477,Handheld,2008.0,Sports,Activision,0.51,0.0,0.0,0.04,0.55
2478,Console,2002.0,Sports,Activision,0.34,0.18,0.0,0.02,0.55
2479,Console,2014.0,Action,Activision,0.2,0.25,0.02,0.09,0.55
2480,Console,1999.0,Strategy,Namco Bandai Games,0.0,0.0,0.51,0.04,0.55
2481,Console,2004.0,Platform,Activision,0.4,0.13,0.0,0.02,0.55
2482,Console,2002.0,Sports,Sega,0.0,0.0,0.55,0.0,0.55
2483,Console,2010.0,Shooter,Namco Bandai Games,0.18,0.21,0.07,0.08,0.55
2484,Handheld,2001.0,Action,THQ,0.39,0.15,0.0,0.01,0.55
2485,Console,2010.0,Action,Namco Bandai Games,0.3,0.19,0.0,0.05,0.55
2486,Console,2008.0,Sports,Ubisoft,0.49,0.02,0.0,0.04,0.55
2487,Handheld,2003.0,Platform,THQ,0.39,0.15,0.0,0.01,0.55
2488,Console,1995.0,Fighting,Sony Computer Entertainment,0.29,0.2,0.02,0.04,0.55
2489,Console,2005.0,Racing,Sony Computer Entertainment,0.45,0.02,0.0,0.07,0.55
2490,Console,2010.0,Shooter,THQ,0.22,0.24,0.03,0.05,0.55
2491,Console,2008.0,Misc,THQ,0.51,0.0,0.0,0.04,0.55
2492,Console,2004.0,Shooter,Take-Two Interactive,0.4,0.12,0.0,0.02,0.55
2493,Console,2008.0,Action,Sega,0.36,0.0,0.0,0.19,0.54
2494,Console,2008.0,Misc,Sony Computer Entertainment,0.0,0.06,0.0,0.48,0.54
2495,Console,2007.0,Sports,Electronic Arts,0.49,0.02,0.0,0.04,0.54
2496,Console,2009.0,Sports,Electronic Arts,0.46,0.03,0.01,0.05,0.54
2497,Console,2004.0,Platform,THQ,0.4,0.12,0.0,0.02,0.54
2498,Console,2006.0,Sports,Electronic Arts,0.16,0.35,0.0,0.04,0.54
2499,Console,2006.0,Racing,Nintendo,0.4,0.03,0.08,0.04,0.54
2500,Console,2003.0,Simulation,Konami Digital Entertainment,0.42,0.11,0.0,0.02,0.54
2501,Handheld,2010.0,Racing,Sony Computer Entertainment,0.11,0.27,0.02,0.14,0.54
2502,Console,2012.0,Racing,Sega,0.08,0.33,0.01,0.11,0.54
2503,Console,2011.0,Misc,Ubisoft,0.25,0.2,0.0,0.08,0.54
2504,Handheld,2003.0,Platform,THQ,0.39,0.14,0.0,0.01,0.54
2505,Handheld,2008.0,Role-Playing,Nintendo,0.0,0.14,0.38,0.02,0.54
2506,Console,2007.0,Action,Take-Two Interactive,0.25,0.23,0.0,0.06,0.54
2507,Console,2004.0,Racing,Namco Bandai Games,0.26,0.21,0.0,0.07,0.54
2508,Console,1998.0,Sports,Electronic Arts,0.11,0.39,0.0,0.03,0.54
2509,Console,2011.0,Fighting,Namco Bandai Games,0.0,0.0,0.54,0.0,0.54
2510,Console,2011.0,Fighting,Namco Bandai Games,0.39,0.1,0.01,0.04,0.54
2511,Console,2013.0,Role-Playing,Namco Bandai Games,0.21,0.13,0.13,0.06,0.54
2512,Console,1998.0,Misc,Sony Computer Entertainment,0.09,0.06,0.35,0.04,0.54
2513,Console,2005.0,Action,Nintendo,0.29,0.08,0.16,0.01,0.54
2514,Handheld,2008.0,Misc,Ubisoft,0.24,0.23,0.0,0.06,0.54
2515,Console,2013.0,Sports,Electronic Arts,0.4,0.1,0.0,0.04,0.54
2516,Handheld,2010.0,Role-Playing,Sega,0.12,0.16,0.18,0.09,0.54
2517,Console,2012.0,Sports,Electronic Arts,0.51,0.0,0.0,0.03,0.54
2518,Handheld,2004.0,Misc,THQ,0.39,0.14,0.0,0.01,0.54
2519,Handheld,2010.0,Action,Activision,0.32,0.17,0.0,0.05,0.54
2520,Console,2001.0,Sports,Electronic Arts,0.42,0.11,0.0,0.01,0.54
2521,Handheld,2009.0,Fighting,THQ,0.35,0.14,0.0,0.05,0.54
2522,Console,2004.0,Shooter,Activision,0.46,0.06,0.0,0.02,0.54
2523,Handheld,2006.0,Shooter,Nintendo,0.39,0.01,0.1,0.04,0.54
2524,Console,2004.0,Sports,Konami Digital Entertainment,0.0,0.0,0.54,0.0,0.54
2525,Console,2003.0,Sports,Sega,0.26,0.21,0.0,0.07,0.54
2526,Handheld,2011.0,Role-Playing,Nintendo,0.0,0.05,0.48,0.0,0.54
2527,Console,2006.0,Platform,Activision,0.45,0.02,0.0,0.07,0.54
2528,Console,2001.0,Sports,Activision,0.3,0.2,0.0,0.04,0.54
2529,Handheld,2008.0,Role-Playing,Konami Digital Entertainment,0.04,0.01,0.48,0.0,0.54
2530,Console,2003.0,Fighting,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.54
2531,Console,2008.0,Role-Playing,Namco Bandai Games,0.22,0.05,0.24,0.03,0.54
2532,PC,2015.0,Shooter,Electronic Arts,0.13,0.37,0.0,0.04,0.54
2533,Console,1998.0,Adventure,Sega,0.0,0.0,0.53,0.0,0.53
2534,Console,2001.0,Shooter,Namco Bandai Games,0.26,0.2,0.0,0.07,0.53
2535,Console,2005.0,Sports,Electronic Arts,0.45,0.02,0.0,0.07,0.53
2536,Console,2008.0,Action,THQ,0.49,0.0,0.0,0.04,0.53
2537,Console,2004.0,Misc,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.53
2538,Console,2004.0,Sports,Electronic Arts,0.44,0.02,0.0,0.07,0.53
2539,Console,2000.0,Racing,Electronic Arts,0.3,0.2,0.0,0.03,0.53
2540,Console,2004.0,Misc,Sega,0.4,0.11,0.0,0.02,0.53
2541,Handheld,2006.0,Role-Playing,Sega,0.18,0.0,0.33,0.02,0.53
2542,Handheld,2009.0,Simulation,Electronic Arts,0.26,0.21,0.0,0.06,0.53
2543,Console,2008.0,Racing,Electronic Arts,0.26,0.2,0.0,0.07,0.53
2544,Console,1996.0,Misc,Sony Computer Entertainment,0.3,0.2,0.0,0.03,0.53
2545,Console,2005.0,Action,Ubisoft,0.34,0.17,0.0,0.02,0.53
2546,Console,2010.0,Misc,Sony Computer Entertainment,0.09,0.32,0.0,0.12,0.53
2547,Console,2015.0,Platform,Nintendo,0.23,0.14,0.12,0.04,0.53
2548,Console,2005.0,Racing,Electronic Arts,0.32,0.19,0.0,0.01,0.53
2549,Handheld,2011.0,Sports,Electronic Arts,0.12,0.26,0.02,0.14,0.53
2550,Console,2005.0,Shooter,Electronic Arts,0.32,0.19,0.0,0.02,0.53
2551,Console,2004.0,Platform,Electronic Arts,0.26,0.2,0.0,0.07,0.53
2552,Console,2005.0,Sports,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.53
2553,Console,2012.0,Racing,Sega,0.2,0.27,0.02,0.05,0.53
2554,Console,2000.0,Action,Activision,0.43,0.09,0.0,0.01,0.53
2555,Handheld,2007.0,Shooter,Ubisoft,0.35,0.1,0.0,0.08,0.53
2556,Console,2004.0,Role-Playing,Activision,0.41,0.11,0.0,0.01,0.53
2557,Handheld,2010.0,Simulation,Electronic Arts,0.5,0.0,0.0,0.03,0.53
2558,Console,2011.0,Shooter,Electronic Arts,0.23,0.2,0.01,0.08,0.53
2559,Console,2010.0,Sports,Electronic Arts,0.28,0.2,0.0,0.05,0.53
2560,Console,2007.0,Racing,THQ,0.17,0.26,0.0,0.1,0.53
2561,Console,2001.0,Action,Take-Two Interactive,0.26,0.2,0.0,0.07,0.53
2562,Console,2002.0,Action,Electronic Arts,0.41,0.11,0.0,0.01,0.53
2563,Console,2005.0,Racing,THQ,0.26,0.2,0.0,0.07,0.53
2564,Console,2005.0,Action,Take-Two Interactive,0.44,0.02,0.0,0.07,0.53
2565,Console,1994.0,Sports,Namco Bandai Games,0.0,0.0,0.53,0.0,0.53
2566,Console,2008.0,Action,Take-Two Interactive,0.48,0.01,0.0,0.04,0.53
2567,Console,2013.0,Shooter,Activision,0.28,0.17,0.0,0.08,0.53
2568,Handheld,2009.0,Puzzle,Nintendo,0.3,0.03,0.16,0.03,0.53
2569,XOne,2014.0,Misc,Ubisoft,0.35,0.13,0.0,0.05,0.53
2570,Handheld,2007.0,Action,Konami Digital Entertainment,0.22,0.16,0.04,0.1,0.53
2571,Console,1999.0,Racing,Electronic Arts,0.49,0.03,0.0,0.0,0.53
2572,Console,1996.0,Sports,Nintendo,0.49,0.03,0.0,0.0,0.53
2573,Console,2003.0,Shooter,Activision,0.26,0.2,0.0,0.07,0.53
2574,Handheld,2005.0,Sports,Nintendo,0.24,0.09,0.19,0.01,0.52
2575,Console,1999.0,Simulation,Sega,0.0,0.0,0.52,0.0,0.52
2576,Console,1999.0,Adventure,Konami Digital Entertainment,0.29,0.2,0.0,0.03,0.52
2577,Console,2006.0,Racing,Ubisoft,0.46,0.01,0.02,0.04,0.52
2578,Console,2006.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.52,0.0,0.52
2579,Handheld,2009.0,Misc,Ubisoft,0.09,0.37,0.0,0.07,0.52
2580,Console,2009.0,Fighting,Nintendo,0.45,0.04,0.0,0.04,0.52
2581,Handheld,2006.0,Fighting,Electronic Arts,0.46,0.02,0.0,0.05,0.52
2582,Console,2007.0,Action,Sega,0.13,0.0,0.0,0.39,0.52
2583,Console,2007.0,Sports,Electronic Arts,0.47,0.0,0.0,0.04,0.52
2584,Console,2001.0,Shooter,Sony Computer Entertainment,0.29,0.2,0.0,0.03,0.52
2585,Console,2002.0,Action,Konami Digital Entertainment,0.18,0.14,0.16,0.05,0.52
2586,Console,2005.0,Puzzle,Electronic Arts,0.26,0.2,0.0,0.07,0.52
2587,Console,2002.0,Sports,Electronic Arts,0.39,0.11,0.0,0.02,0.52
2588,Console,2008.0,Sports,Electronic Arts,0.46,0.0,0.02,0.04,0.52
2589,Console,2008.0,Action,Take-Two Interactive,0.17,0.29,0.0,0.06,0.52
2590,Handheld,2012.0,Action,Sony Computer Entertainment,0.26,0.15,0.01,0.1,0.52
2591,Console,2007.0,Action,THQ,0.09,0.32,0.0,0.11,0.52
2592,Console,2008.0,Action,Activision,0.21,0.21,0.0,0.09,0.52
2593,Console,2000.0,Sports,Electronic Arts,0.17,0.13,0.18,0.04,0.52
2594,Console,2003.0,Sports,Sega,0.0,0.0,0.52,0.0,0.52
2595,Console,2007.0,Action,THQ,0.44,0.04,0.0,0.04,0.52
2596,Console,2003.0,Shooter,Electronic Arts,0.25,0.2,0.0,0.07,0.52
2597,Console,2005.0,Shooter,Activision,0.38,0.12,0.0,0.02,0.52
2598,Console,2007.0,Action,Sony Computer Entertainment,0.36,0.04,0.08,0.04,0.52
2599,Console,2006.0,Sports,Electronic Arts,0.47,0.0,0.01,0.04,0.52
2600,Console,2005.0,Action,THQ,0.25,0.2,0.0,0.07,0.52
2601,Handheld,2006.0,Misc,Nintendo,0.0,0.0,0.52,0.0,0.52
2602,Console,2005.0,Sports,Electronic Arts,0.25,0.2,0.0,0.07,0.52
2603,Handheld,2002.0,Sports,Activision,0.37,0.14,0.0,0.01,0.52
2604,Handheld,2004.0,Action,Electronic Arts,0.37,0.14,0.0,0.01,0.52
2605,Handheld,2007.0,Misc,Ubisoft,0.48,0.0,0.0,0.04,0.52
2606,Console,1999.0,Shooter,Sony Computer Entertainment,0.17,0.11,0.2,0.03,0.52
2607,PC,2006.0,Simulation,Electronic Arts,0.46,0.05,0.0,0.0,0.52
2608,Handheld,2008.0,Action,Sega,0.35,0.12,0.0,0.05,0.52
2609,Console,2002.0,Sports,Sega,0.38,0.11,0.0,0.02,0.52
2610,Console,2001.0,Sports,Electronic Arts,0.29,0.19,0.0,0.03,0.52
2611,Console,2002.0,Misc,Sony Computer Entertainment,0.25,0.2,0.0,0.07,0.52
2612,Console,2007.0,Misc,Ubisoft,0.46,0.02,0.0,0.04,0.51
2613,PC,2009.0,Role-Playing,Electronic Arts,0.0,0.46,0.0,0.06,0.51
2614,Console,2013.0,Fighting,Namco Bandai Games,0.29,0.17,0.01,0.04,0.51
2615,Console,2001.0,Misc,Sony Computer Entertainment,0.25,0.2,0.0,0.07,0.51
2616,Console,2010.0,Action,Ubisoft,0.17,0.25,0.0,0.09,0.51
2617,Console,1996.0,Sports,Konami Digital Entertainment,0.08,0.05,0.35,0.03,0.51
2618,Handheld,2009.0,Puzzle,Ubisoft,0.35,0.12,0.0,0.04,0.51
2619,PC,2015.0,Strategy,Activision,0.18,0.29,0.0,0.04,0.51
2620,Console,2012.0,Sports,Electronic Arts,0.29,0.18,0.0,0.04,0.51
2621,Handheld,2009.0,Fighting,Namco Bandai Games,0.12,0.2,0.07,0.12,0.51
2622,Console,2009.0,Action,Electronic Arts,0.26,0.21,0.0,0.05,0.51
2623,Console,2009.0,Sports,Konami Digital Entertainment,0.12,0.27,0.06,0.05,0.51
2624,Console,2011.0,Shooter,Activision,0.25,0.21,0.0,0.05,0.51
2625,Handheld,2008.0,Misc,Nintendo,0.0,0.0,0.51,0.0,0.51
2626,Console,2003.0,Sports,Electronic Arts,0.4,0.1,0.0,0.01,0.51
2627,Console,2003.0,Sports,Konami Digital Entertainment,0.0,0.0,0.51,0.0,0.51
2628,Console,2000.0,Role-Playing,THQ,0.25,0.2,0.0,0.07,0.51
2629,Handheld,2006.0,Sports,Electronic Arts,0.47,0.0,0.0,0.04,0.51
2630,Console,2008.0,Sports,Sega,0.46,0.01,0.0,0.04,0.51
2631,Console,2007.0,Strategy,Nintendo,0.28,0.03,0.17,0.03,0.51
2632,Handheld,2005.0,Misc,THQ,0.37,0.14,0.0,0.01,0.51
2633,Console,2009.0,Fighting,Namco Bandai Games,0.36,0.09,0.02,0.04,0.51
2634,Console,1999.0,Misc,THQ,0.41,0.09,0.0,0.01,0.51
2635,Console,1985.0,Platform,Nintendo,0.0,0.0,0.51,0.0,0.51
